Date,Close
10/29/2021 16:00:00,44.64
11/1/2021 16:00:00,45.26
11/2/2021 16:00:00,44.35
11/3/2021 16:00:00,44.68
11/4/2021 16:00:00,43.64
11/5/2021 16:00:00,46.22
11/8/2021 16:00:00,46.56
11/9/2021 16:00:00,46.64
11/10/2021 16:00:00,45.86
11/11/2021 16:00:00,45.01
11/12/2021 16:00:00,45.96
11/15/2021 16:00:00,47.94
11/16/2021 16:00:00,48.79
11/17/2021 16:00:00,47.47
11/18/2021 16:00:00,46
11/19/2021 16:00:00,44.76
11/22/2021 16:00:00,43.07
11/23/2021 16:00:00,41.77
11/24/2021 16:00:00,42.34
11/26/2021 13:00:00,42.8
11/29/2021 16:00:00,40.54
11/30/2021 16:00:00,40.06
12/1/2021 16:00:00,37.29
12/2/2021 16:00:00,37.58
12/3/2021 16:00:00,35.84
12/6/2021 16:00:00,37.82
12/7/2021 16:00:00,38.68
12/8/2021 16:00:00,40.52
12/9/2021 16:00:00,38.75
12/10/2021 16:00:00,37.26
12/13/2021 16:00:00,36.04
12/14/2021 16:00:00,35.62
12/15/2021 16:00:00,36.05
12/16/2021 16:00:00,34.93
12/17/2021 16:00:00,36.51
12/20/2021 16:00:00,35.76
12/21/2021 16:00:00,36.74
12/22/2021 16:00:00,37.26
12/23/2021 16:00:00,37.42
12/27/2021 16:00:00,36.93
12/28/2021 16:00:00,36.52
12/29/2021 16:00:00,35.95
12/30/2021 16:00:00,37.95
12/31/2021 16:00:00,36.35
1/3/2022 16:00:00,36.41
1/4/2022 16:00:00,33.13
1/5/2022 16:00:00,32.84
1/6/2022 16:00:00,32.69
1/7/2022 16:00:00,32.42
1/10/2022 16:00:00,32.7
1/11/2022 16:00:00,34
1/12/2022 16:00:00,34.43
1/13/2022 16:00:00,32.97
1/14/2022 16:00:00,32.83
1/18/2022 16:00:00,31.69
1/19/2022 16:00:00,31.64
1/20/2022 16:00:00,31.95
1/21/2022 16:00:00,29.45
1/24/2022 16:00:00,31.11
1/25/2022 16:00:00,28.46
1/26/2022 16:00:00,26.74
1/27/2022 16:00:00,26.88
1/28/2022 16:00:00,26.84
1/31/2022 16:00:00,29.56
2/1/2022 16:00:00,30.01
2/2/2022 16:00:00,27.33
2/3/2022 16:00:00,24.51
2/4/2022 16:00:00,27.25
2/7/2022 16:00:00,26.46
2/8/2022 16:00:00,26.68
2/9/2022 16:00:00,26.8
2/10/2022 16:00:00,25.55
2/11/2022 16:00:00,25.4
2/14/2022 16:00:00,24.71
2/15/2022 16:00:00,25.88
2/16/2022 16:00:00,25.73
2/17/2022 16:00:00,24.69
2/18/2022 16:00:00,23.86
2/22/2022 16:00:00,23.92
2/23/2022 16:00:00,23.39
2/24/2022 16:00:00,25.34
2/25/2022 16:00:00,26.35
2/28/2022 16:00:00,26.75
3/1/2022 16:00:00,26.41
3/2/2022 16:00:00,26.03
3/3/2022 16:00:00,24.93
3/4/2022 16:00:00,24.18
3/7/2022 16:00:00,23.09
3/8/2022 16:00:00,23.06
3/9/2022 16:00:00,25.26
3/10/2022 16:00:00,23.92
3/11/2022 16:00:00,23.08
