Date,Close
3/12/2021 16:00:00,394.06
3/15/2021 16:00:00,396.41
3/16/2021 16:00:00,395.91
3/17/2021 16:00:00,397.26
3/18/2021 16:00:00,391.48
3/19/2021 16:00:00,389.48
3/22/2021 16:00:00,392.59
3/23/2021 16:00:00,389.5
3/24/2021 16:00:00,387.52
3/25/2021 16:00:00,389.7
3/26/2021 16:00:00,395.98
3/29/2021 16:00:00,395.78
3/30/2021 16:00:00,394.73
3/31/2021 16:00:00,396.33
4/1/2021 16:00:00,400.61
4/5/2021 16:00:00,406.36
4/6/2021 16:00:00,406.12
4/7/2021 16:00:00,406.59
4/8/2021 16:00:00,408.52
4/9/2021 16:00:00,411.49
4/12/2021 16:00:00,411.64
4/13/2021 16:00:00,412.86
4/14/2021 16:00:00,411.45
4/15/2021 16:00:00,415.87
4/16/2021 16:00:00,417.26
4/19/2021 16:00:00,415.21
4/20/2021 16:00:00,412.17
4/21/2021 16:00:00,416.07
4/22/2021 16:00:00,412.27
4/23/2021 16:00:00,416.74
4/26/2021 16:00:00,417.61
4/27/2021 16:00:00,417.52
4/28/2021 16:00:00,417.4
4/29/2021 16:00:00,420.06
4/30/2021 16:00:00,417.3
5/3/2021 16:00:00,418.2
5/4/2021 16:00:00,415.62
5/5/2021 16:00:00,415.75
5/6/2021 16:00:00,419.07
5/7/2021 16:00:00,422.12
5/10/2021 16:00:00,417.94
5/11/2021 16:00:00,414.21
5/12/2021 16:00:00,405.41
5/13/2021 16:00:00,410.28
5/14/2021 16:00:00,416.58
5/17/2021 16:00:00,415.52
5/18/2021 16:00:00,411.94
5/19/2021 16:00:00,410.86
5/20/2021 16:00:00,415.28
5/21/2021 16:00:00,414.94
5/24/2021 16:00:00,419.17
5/25/2021 16:00:00,418.24
5/26/2021 16:00:00,419.07
5/27/2021 16:00:00,419.29
5/28/2021 16:00:00,420.04
6/1/2021 16:00:00,419.67
6/2/2021 16:00:00,420.33
6/3/2021 16:00:00,418.77
6/4/2021 16:00:00,422.6
6/7/2021 16:00:00,422.19
6/8/2021 16:00:00,422.28
6/9/2021 16:00:00,421.65
6/10/2021 16:00:00,423.61
6/11/2021 16:00:00,424.31
6/14/2021 16:00:00,425.26
6/15/2021 16:00:00,424.48
6/16/2021 16:00:00,422.11
6/17/2021 16:00:00,421.97
6/18/2021 16:00:00,414.92
6/21/2021 16:00:00,420.86
6/22/2021 16:00:00,423.11
6/23/2021 16:00:00,422.6
6/24/2021 16:00:00,425.1
6/25/2021 16:00:00,426.61
6/28/2021 16:00:00,427.47
6/29/2021 16:00:00,427.7
6/30/2021 16:00:00,428.06
7/1/2021 16:00:00,430.43
7/2/2021 16:00:00,433.72
7/6/2021 16:00:00,432.93
7/7/2021 16:00:00,434.46
7/8/2021 16:00:00,430.92
7/9/2021 16:00:00,435.52
7/12/2021 16:00:00,437.08
7/13/2021 16:00:00,435.59
7/14/2021 16:00:00,436.24
7/15/2021 16:00:00,434.75
7/16/2021 16:00:00,431.34
7/19/2021 16:00:00,424.97
7/20/2021 16:00:00,431.06
7/21/2021 16:00:00,434.55
7/22/2021 16:00:00,435.46
7/23/2021 16:00:00,439.94
7/26/2021 16:00:00,441.02
7/27/2021 16:00:00,439.01
7/28/2021 16:00:00,438.83
