Date,Close
11/24/2021 16:00:00,337.91
11/26/2021 13:00:00,329.68
11/29/2021 16:00:00,336.63
11/30/2021 16:00:00,330.59
12/1/2021 16:00:00,330.08
12/2/2021 16:00:00,329.49
12/3/2021 16:00:00,323.01
12/6/2021 16:00:00,326.19
12/7/2021 16:00:00,334.92
12/8/2021 16:00:00,334.97
12/9/2021 16:00:00,333.1
12/10/2021 16:00:00,342.54
12/13/2021 16:00:00,339.4
12/14/2021 16:00:00,328.34
12/15/2021 16:00:00,334.65
12/16/2021 16:00:00,324.9
12/17/2021 16:00:00,323.8
12/20/2021 16:00:00,319.91
12/21/2021 16:00:00,327.29
12/22/2021 16:00:00,333.2
12/23/2021 16:00:00,334.69
12/27/2021 16:00:00,342.45
12/28/2021 16:00:00,341.25
12/29/2021 16:00:00,341.95
12/30/2021 16:00:00,339.32
12/31/2021 16:00:00,336.32
1/3/2022 16:00:00,334.75
1/4/2022 16:00:00,329.01
1/5/2022 16:00:00,316.38
1/6/2022 16:00:00,313.88
1/7/2022 16:00:00,314.04
1/10/2022 16:00:00,314.27
1/11/2022 16:00:00,314.98
1/12/2022 16:00:00,318.27
1/13/2022 16:00:00,304.8
1/14/2022 16:00:00,310.2
1/18/2022 16:00:00,302.65
1/19/2022 16:00:00,303.33
1/20/2022 16:00:00,301.6
1/21/2022 16:00:00,296.03
1/24/2022 16:00:00,296.37
1/25/2022 16:00:00,288.49
1/26/2022 16:00:00,296.71
1/27/2022 16:00:00,299.84
1/28/2022 16:00:00,308.26
1/31/2022 16:00:00,310.98
2/1/2022 16:00:00,308.76
2/2/2022 16:00:00,313.46
2/3/2022 16:00:00,301.25
2/4/2022 16:00:00,305.94
2/7/2022 16:00:00,300.95
2/8/2022 16:00:00,304.56
2/9/2022 16:00:00,311.21
2/10/2022 16:00:00,302.38
2/11/2022 16:00:00,295.04
2/14/2022 16:00:00,295
2/15/2022 16:00:00,300.47
2/16/2022 16:00:00,299.5
2/17/2022 16:00:00,290.73
2/18/2022 16:00:00,287.93
2/22/2022 16:00:00,287.72
2/23/2022 16:00:00,280.27
2/24/2022 16:00:00,294.59
2/25/2022 16:00:00,297.31
2/28/2022 16:00:00,298.79
3/1/2022 16:00:00,294.95
3/2/2022 16:00:00,300.19
3/3/2022 16:00:00,295.92
3/4/2022 16:00:00,289.86
3/7/2022 16:00:00,278.91
3/8/2022 16:00:00,275.85
3/9/2022 16:00:00,288.5
3/10/2022 16:00:00,285.59
3/11/2022 16:00:00,280.07
